Track Name,Artist,Track ID,Genres,Tempo,Loudness,Danceability
Leben lang,MERO,1u59aqUTvk0X1TxchtyyNZ,german hip hop,,,
On me,MERO,3I03lVPYaF5Rw5AM888PvP,german hip hop,,,
Superstars,Jazeek,5NtZlpRVomRYn5FYVwAYtO,german hip hop,,,
CARRERA,HoodBlaq,1i1UXHK1roiVBYynK3m46Q,german hip hop,,,
VIEL GESEHEN,"HoodBlaq, Jamal, Safraoui",77Cnw7SBM2zKQ8insiz1jz,german hip hop,,,
Hussle Nipsey,MERO,0J3ZQROQWvEVZEcvz5NaXT,german hip hop,,,
112,Jazeek,151QpsxCSYAPPchzELKWXb,german hip hop,,,
Bullet,"MERO, AYLIVA",36F0lNyztXQRbiKOEoNvV7,german hip hop,,,
Rauch,MERO,6v1b9nidriM4UBfN7KToko,german hip hop,,,
Ascension (Don't Ever Wonder) - Remastered 2021,Maxwell,6l4TNbfPtNAOOlGIfceSaO,german hip hop,,,
Stolen Dance,Milky Chance,34xGLuxM0rkxhCVyMSqwJO,"german pop, modern rock",117.96975708,0.889303147793,
Cornfield Chase,Hans Zimmer,6pWgRkpqVfxnj3WuIcJ7WP,"german soundtrack, orchestral soundtrack, soundtrack",,,
DNA,"LXNGVX, VISXGE",3i6tlvYU1BSAM3yGQNemtM,"gym phonk, krushfunk",,,
Montagem Mysterious Game,LXNGVX,7vOmSP2647oNUGGEhWd1cr,"gym phonk, krushfunk",,,
Mary On A Cross,Ghost,7wdwIaXUuzlu1grzWMFRJm,"hard rock, metal",,,
Just Wanna Rock,Lil Uzi Vert,4Ls53fBNVfaXTROBi6X8Hw,"hip hop, melodic rap, philly rap, rage rap, rap, trap",130.007598877,0.93814343214,
Memories (feat. Kid Cudi) - 2021 Remix,"David Guetta, Kid Cudi",59o6ojGNGJOYiVJSzC6Lsa,"hip hop, ohio hip hop, pop rap, rap",136.806732178,0.9352465868,
Dreaming,Smallpools,6cMswWRv4lAU3mh5lclgCc,"hopebeat, indie poptimism, la indie, la pop, metropopolis, modern alternative rock, modern rock",,,
16 Years,The Griswolds,3BWbj5NXUgr0hK7PmFSI9D,"hopebeat, indie poptimism, shimmer pop",85.0166168213,0.917595565319,
A Bird's Last Look,Macabre Plaza,5omLpU1N0uN51OSXL62VAM,"hypnagogic pop, utopian virtual",,,
Je te laisserai des mots,Patrick Watson,44A0o4jA8F2ZF03Zacwlwx,"indie folk, indie quebecois",,,
The Night We Met,Lord Huron,3hRV0jL3vUpRrcy398teAU,"indie folk, stomp and holler",,,
Opendoors,Jitwam,1gPeJMO7Az6ZtzHiaKUTWb,"indie jazz, indie soul, lo-fi house",71.5682601929,0.654343008995,
All Time Low,Jon Bellion,1CnPYaKxTVb4LWOtiGOm0m,indie pop rap,,,
Someone To You,BANNERS,14BH4qO7pgCmIe6mgLKOK3,indie poptimism,,,
Shine A Light,BANNERS,1fDtoTPDyzkNOfFIRXxsC5,indie poptimism,,,
Electric Love,BØRNS,2GiJYvgVaD2HtM8GqD9EgQ,"indie poptimism, modern alternative rock, modern rock, pov: indie",,,
Le Départ,Adi Oasis,0FTpFi1BlqoBVELlh7jK50,"indie r&b, indie soul",172.265563965,0.00607901858166,
Whisper My Name,Adi Oasis,0dTye9Nu4yiVfmIlyI8PEE,"indie r&b, indie soul",,,
I WANNA BE YOUR SLAVE,Måneskin,4pt5fDVTg5GhEvEtlz9dKk,"indie rock italiano, italian pop",,,
Undercover Martyn,Two Door Cinema Club,0bePGTDjn0XuEKoN7rOMvV,"indie rock, indietronica, irish rock, modern alternative rock, modern rock, northern irish indie",,,
Undercover Martyn,Two Door Cinema Club,6GQLX6Z28fYwDNCrhaKzYF,"indie rock, indietronica, irish rock, modern alternative rock, modern rock, northern irish indie",,,
Undercover Martyn,Two Door Cinema Club,1JmRbZclLHgneDrpyA9e3X,"indie rock, indietronica, irish rock, modern alternative rock, modern rock, northern irish indie",,,
Tongue Tied,GROUPLOVE,0GO8y8jQk1PkHzS31d699N,"indie rock, la indie, modern alternative rock, modern rock, pov: indie",,,
Pretty Face,PUBLIC,07tbYac108weqzeP7Bhwon,indie rockism,101.011917114,0.967651069164,
Make You Mine,PUBLIC,5iFwAOB2TFkPJk8sMlxP8g,indie rockism,,,
dancing,NEIL FRANCES,2blNIRZz1KKV4fAC5OgI1o,indie soul,,,
Teardrops,NEIL FRANCES,3GdogCZTpPHBODiiEJbqQm,indie soul,,,
People Everywhere (Still Alive),Khruangbin,2OQ1V0e2O56AeIo4ywuYKF,"indie soul, neo-psychedelic, world",,,
Burn,Ellie Goulding,5lF0pHbsJ0QqyIrLweHJPW,"indietronica, metropopolis, pop, uk pop",,,
Mind Over Matter (Reprise),Young the Giant,77KnJc8o5G1eKVwX5ywMeZ,"indietronica, modern alternative rock, modern rock, pov: indie, stomp and holler",152.006454468,0.807415425777,
Why Can't We Be Friends?,The Academic,0qZXLvlsM5ELq3WfZXgnCi,irish indie,129.890228271,0.912743449211,
Too Sweet,Hozier,5Z0UnEtpLDQyYlWwgi8m9C,"irish singer-songwriter, modern rock, pop, pov: indie",,,
NEXT!,NCTS,5hL2t5WyC9bibNDVkhVvDx,krushfunk,,,
NEXT! - Slowed,NCTS,0eabuc3yo3J0nUSwjEMDDL,krushfunk,,,
Shakira!,"1nonly, EGOVERT",1zCQXSnLkfXq3TzMLr6pWf,"krushfunk, polish phonk",,,
Notion,The Rare Occasions,0sTlGEld0h8kIPZaKDYUf4,la indie,,,
Out of My League,Fitz and The Tantrums,5qEn8c0MBzyRKgQq91Vevi,"la indie, modern alternative rock, modern rock, pop rock, pov: indie",,,
My Type,Saint Motel,2Iq6HhIquO7JKr0KfTNLzU,"la indie, modern alternative rock, modern rock, pov: indie",123.73538208,0.704830884933,
Me Gustas Tu,Manu Chao,6b37xrsNCWYIUphFBazqD6,"latin alternative, world",,,
El Cuarto de Tula,Buena Vista Social Club,7dRfobhDNnsEgB2ZArxA1f,"latin jazz, musica tradicional cubana, world",128.924545288,0.766507863998,
Candela,Buena Vista Social Club,1eHGsCdAWh1Ffowzacpfoi,"latin jazz, musica tradicional cubana, world",,,
"Quizás, Quizás - Live",Buena Vista Social Club,78JVMoMUJw2zyeswgHKfrP,"latin jazz, musica tradicional cubana, world",132.962982178,0.883994519711,
Mon Amour - Remix,"zzoilo, Aitana",5TMLavqGRKNxgzMBrVpC9R,latin pop,,,
Shower,Becky G,3DmW6y7wTEYHJZlLo1r6XJ,"latin pop, latin viral pop, rap latina, reggaeton, trap latino, urbano latino",,,
La negra Tomasa,Compay Segundo,4zCsjPyHGJz8Vx0luwq4M1,"mambo, musica tradicional cubana, son cubano",,,
Mambo No 5,Pérez Prado,3fQLXoRwKQTnThncdMCqwG,"mambo, musica tradicional cubana, space age pop",,,
Wild Ones (feat. Sia),"Flo Rida, Sia",1NpW5kyvO4XrNJ3rnfcNy3,marching band,126.864112854,0.921687602997,
Sprinter,"Dave, Central Cee",2FDTHlrBguDzQkp7PVj16Q,"melodic drill, r&drill",,,
The Boy Is Mine,"James Mac, Vall, Rosalie",1aRd5tMVhiRyMJLmSOg2IF,melodic house,,,
Safe And Sound,Capital Cities,6Z8R6UsFuGXGtiIxiD8ISb,"metropopolis, modern rock",,,
Kangaroo Court,Capital Cities,1leXuBiWQMgbvOIIedqbLB,"metropopolis, modern rock",99.9584350586,0.934315443039,
Safe and Sound,Capital Cities,5JVbvCHX10U2pLa5DEqGav,"metropopolis, modern rock",,,
Stargazing,The Neighbourhood,0VF7YLIxSQKyNiFL3X6MmN,"modern alternative rock, modern rock, pop",,,
Blood // Water,grandson,0AUyNF6iFxMNQsNx2nhtrw,"modern alternative rock, modern rock, pov: indie, rock",,,
Wondering Why,The Red Clay Strays,1HbzxLqpNVPdiBXvpC7Ovb,modern country pop,,,
Wine Into Whiskey,Tucker Wetmore,4FgvZaxSi4fwCLEc5tFV00,modern country pop,,,
23,Chayce Beckham,5NU6kBZORKaoqS09mOqgXs,modern country pop,,,
A Bar Song (Tipsy),Shaboozey,2FQrifJ1N335Ljm3TjTVVf,"modern country pop, pop rap",,,
A Bar Song (Tipsy),Shaboozey,5fZJQrFKWQLb7FpJXZ1g7K,"modern country pop, pop rap",,,
Get Into The Groove,"Giacomo Turra, Mikey Jose",1a0YeR9LWUZ3EBS5TaTDsW,modern funk,,,
Shut up My Moms Calling (Sped up),Hotel Ugly,31mzt4ZV8C0f52pIz1NSwd,modern indie pop,,,
Shut up My Moms Calling,Hotel Ugly,3hxIUxnT27p5WcmjGUXNwx,modern indie pop,,,
Where's My Love - Acoustic,SYML,0ElpbbncWT9aS7mgoqEHbQ,modern indie pop,,,
this is what falling in love feels like,JVKE,2PWTZV5znjLtZC5T1EVJvL,"modern indie pop, pov: indie, singer-songwriter pop",,,
golden hour,JVKE,5odlY52u43F5BjByhxg7wg,"modern indie pop, pov: indie, singer-songwriter pop",,,
Hey There Delilah,Plain White T's,4RCWB3V8V0dignt99LZ8vH,"modern rock, neo mellow, neon pop punk, pop punk, pop rock",,,
Best Day Of My Life,American Authors,5Hroj5K7vLpIG4FNCRIjbP,"modern rock, pop rock",,,
It's Time,Imagine Dragons,6BtmXhTJMM9sBTHeYYASGz,"modern rock, pop, rock",104.409484863,0.732930004597,
Whatever It Takes,Imagine Dragons,6Qn5zhYkTa37e91HC1D7lb,"modern rock, pop, rock",,,
Somewhere Only We Know,Keane,1SKPmfSYaPsETbRHaiA18G,"neo mellow, piano rock, pop rock",,,
Last Christmas,Wham!,2FRnf9qhLbvw8fu4IBXx78,"new romantic, new wave, new wave pop, soft rock",,,
APARTMENT (feat. Monet192),"Dardan, Monet192",0atxjWna6ikysmEzrqGXLW,new school turkce rap,,,
gözlerindeki ay,Mavi,5Ll8YoELGiZ3jeoaY3TABg,new school turkce rap,,,
Hell N Back (feat. Summer Walker),"Bakar, Summer Walker",0jcw8cJf3TNMZN0BXlueML,"new school turkce rap, turkce drill",,,
MONTAGEM DIAMANTE ROSA,"vtze archive, Mc Ster",6vEOZGTBgE6gASrzAWNxTH,"new school turkce rap, turkce drill",172.265594482,0.9467202425,
edamame,"bbno$, Rich Brian",1golLrmqyxDWedF7YUHCOD,"new school turkce rap, turkish hip hop",,,
Tourment d' amour,"La Fine Equipe, Saneyes",1pur8kv69XmZqA3uoMEYnH,"new school turkce rap, turkish hip hop",139.841751099,0.925479769707,
Romantic Lover,Eyedress,7s5VQqrjBtrBgZL4pEa46S,"noise pop, pov: indie",,,
Jealous,Eyedress,1aXV8GrmQLvgoFtBPERP7E,"noise pop, pov: indie",,,
Tuyo (Narcos Theme) - A Netflix Original Series Soundtrack,Rodrigo Amarante,6Dc2tCivms1s2X9myWe4ni,nova mpb,112.091873169,0.976877331734,
Adventure of a Lifetime,Coldplay,69uxyAqqPIsUyTO8txoP2M,"permanent wave, pop",,,
Viva La Vida,Coldplay,1mea3bSkSGXuIRvnydlB5b,"permanent wave, pop",,,
Hymn for the Weekend,Coldplay,3RiPr603aXAoi4GHyXx0uy,"permanent wave, pop",,,
Counting Stars,OneRepublic,2tpWsVSb9UEmDRxAl1zhX1,"piano rock, pop",,,
I Ain't Worried,OneRepublic,0oF9jpn0n8afMpbHKgRd6J,"piano rock, pop",,,
Golden,Harry Styles,45S5WTQEGOB1VHr1Q4FuPl,pop,,,
As It Was,Harry Styles,4LRPiXqCikLlN15c3yImP7,pop,,,
This Love,Maroon 5,6ECp64rv50XVz93WvxXMGF,pop,,,
Maps,Maroon 5,4gbVRS8gloEluzf0GzDOFc,pop,122.988250732,0.935609936714,
greedy,Tate McRae,3rUGC1vUpkDG9CZFHMur1t,pop,,,
House of Memories,Panic! At The Disco,2DgdHcjWmO3qd50RzuBLgZ,pop,,,
bloodline,Ariana Grande,2hloaUoRonYssMuqLCBLTX,pop,153.927520752,0.96458530426,
good 4 u,Olivia Rodrigo,4ZtFanR9U6ndgddUvNcjcG,pop,,,
Kings & Queens,Ava Max,7a53HqqArd4b9NF4XAmlbI,pop,,,
Espresso,Sabrina Carpenter,2HRqTpkrJO5ggZyyK6NPWz,pop,,,
As It Was,Harry Styles,4Dvkj6JhhA12EX05fT7y2e,pop,,,
One Last Time,Ariana Grande,7xoUc6faLbCqZO6fQEYprd,pop,,,
Firework,Katy Perry,3lXbHd0EoryoQh3vpevNEP,pop,123.969017029,0.817434966564,
Memories,Maroon 5,4cktbXiXOapiLBMprHFErI,pop,,,
Last Friday Night (T.G.I.F.),Katy Perry,1htQDV8JxSuXG2QsNj5ttr,pop,125.98135376,0.855365514755,
One More Night,Maroon 5,6cpk00i5TxCqSeqNi2HuIe,pop,,,
Animals,Maroon 5,2bL2gyO6kBdLkNSkxXNh6x,pop,,,
Espresso,Sabrina Carpenter,2qSkIjg1o9h3YT9RAgYN75,pop,,,
"10,000 Hours (with Justin Bieber)","Dan + Shay, Justin Bieber",4j5ffIFh7bFT7GZciP1TCy,pop,89.9493942261,0.924481570721,
Woman,Doja Cat,6Uj1ctrBOjOas8xZXGqKk4,pop,,,
Mwaki,"Zerb, Sofiya Nzau",5KTZgG84bKFGm53lhLtTqc,pop dance,,,
Luminary,Joel Sunny,66pWxtaxTV8CxcGOvivZeT,pop violin,,,
Rude,MAGIC!,6RtPijgfPKROxEzTHNRiDp,"pop, reggae fusion",,,
Ain't My Fault,Zara Larsson,0ADG9OgdVTL7fgREP75BrZ,"pop, scandipop, swedish electropop, swedish pop",,,
Lush Life,Zara Larsson,1rIKgCH4H52lrvDcz50hS8,"pop, scandipop, swedish electropop, swedish pop",,,
How Long,Charlie Puth,6wmAHw1szh5RCKSRjiXhPe,"pop, viral pop",,,
Me And My Broken Heart,Rixton,1oew3nFNY3vMacJAsvry0S,"post-teen pop, talent show, teen pop, viral pop",,,
Remember When,Wallows,5naar7XewEOAjOywIp6Jjq,pov: indie,,,
Brazil,Declan McKenna,4sNG6zQBmtq7M8aeeKJRMQ,pov: indie,,,
This Side of Paradise,Coyote Theory,79EkGysjP2dL5GdpeQjRxT,pov: indie,,,
Lovers Rock,TV Girl,6dBUzqjtbnIa1TwYbyw5CM,pov: indie,,,
End of Beginning,Djo,3qhlB30KknSejmIvZZLjOD,"pov: indie, psychedelic pop",,,
Stick Season,Noah Kahan,0mflMxspEfB0VbI1kyLiAv,"pov: indie, singer-songwriter pop",,,
Never Too Much,Luther Vandross,3nFJbZCHP4d9vduKjJLdBL,"quiet storm, soul",,,
Liberian Girl - 2012 Remastered Version,Michael Jackson,2WzQbiXKpmRNLWXbqo8Z7b,"r&b, soul",105.054389954,0.706572055817,
The Lady in My Life,Michael Jackson,07L1pzoVerhRSSaDGZHrKy,"r&b, soul",,,
Little Things x Gypsy Woman - L BEATS MASHUP,Jorja Smith,2AlCe2DDxELeESF5IP3t9K,"r&b, uk contemporary r&b",,,
MY EYES,Travis Scott,4kjI1gwQZRKNDkw1nI475M,"rap, slap house",,,
Snooze,SZA,4iZ4pt7kvcaH6Yo8UoZ4s2,"rap, slap house",,,
If You Don't Want My Love,Jalen Ngonda,4A48ckONJNoXU5smWT9CeG,retro soul,,,
Sunny Days,Allen Stone,0Al2BKKAivdcIuLEXAJfib,retro soul,,,
La Bamba,Los Lobos,0uMMLry3hzWGn3q3loqMkm,roots rock,147.580368042,0.898593604565,
Sure Thing,Miguel,0JXXNGljqupsJaZsgSbMZV,scenecore,,,
Girl With The Tattoo Enter.lewd,Miguel,1eUGmzzvahJjOSWgDHuRlv,scenecore,112.04750061,0.75539380312,
Slow It Down,Benson Boone,51eSHglvG1RJXtL3qI5trr,singer-songwriter pop,,,
Beautiful Things,Benson Boone,6tNQ70jh4OwmPGpYy6R2o9,singer-songwriter pop,,,
Belong Together,Mark Ambor,0rtDE9zfXbamTlRUSwY7zy,singer-songwriter pop,,,
UP!,"Forrest Frank, Connor Price",1Bgj8C4oHOR5M3wuzb6Mmq,singer-songwriter pop,,,
Beautiful Things,Benson Boone,3xkHsmpQCBMytMJNiDf3Ii,singer-songwriter pop,,,
Belong Together,Mark Ambor,5uQ7de4EWjb3rkcFxyEOpu,singer-songwriter pop,,,
Stargazing,Myles Smith,3Vr3zh0r7ALn8VLqCiRR10,singer-songwriter pop,117.284431458,0.16384485364,
Solo,Myles Smith,4Skkx52Dh8yo4G1ijAEGs3,singer-songwriter pop,172.265853882,0.908984184265,
i am not who i was,Chance Peña,70eyG7pqKozUvKPKXLXmpI,singer-songwriter pop,,,
Strangers,Kenya Grace,593knnQN4REEshx8th9zgK,singer-songwriter pop,,,
Good To Be,Mark Ambor,2tnSBYJyGGYD0Gbn07tTHZ,singer-songwriter pop,,,
Losing Interest,"itssvd, CORBAL, Shiloh Dynasty, Dibyo",55XrFge2dEZwYzNl128DwN,"slowed and reverb, sped up",,,
Baby Come Back,Player,41sGGCCoHI2GLV9qadX80A,"soft rock, yacht rock",,,
"It's A Man's, Man's, Man's World",James Brown & The Famous Flames,3SQ9Hb9rfpJ02AWfaOPhpy,soul,,,
Who Knows,Marion Black,6pul7BJkKcVHIewzPLW2rc,traditional soul,,,
Do you lie,"Jazeek, Milano",6xLxMr7gbDdz7VWSx0IBt7,german hip hop,,,
Island Chick,"MERO, Jazeek",6WWibJmko1r5aUqCVW6Jjf,german hip hop,,,
Malli,"Dardan, Azet",6YGznDwVZuU062jUZFu53j,german hip hop,,,
Diyardan Diyara,"cakal, Arem Ozguc, Arman Aydin",7Ebb2WheOGGauCH2wuQB55,turkce drill,,,
Hayalet,BEGE,3NWhRNp75M7bEZZH1nWzMw,"turkce drill, turkish hip hop, turkish trap",,,
Affet Beni Sevgilim,"Ege Balkiz, Burry Soprano",50CggGOY2D2IKTuSRcn9nU,"turkce drill, turkish hip hop, turkish trap",,,
Ağlama ben ağlarım,Canozan,0JU2QfhTrgFsVq5yQ4YQlu,"turkish alt pop, turkish alternative rock, turkish rock",,,
PİÇ,Canozan,6mOWYGO4GGTOA5ixHz8S28,"turkish alt pop, turkish alternative rock, turkish rock",,,
İstesen de sevemezsin,Nova Norda,4oqbiIv6cXEnPRLuD7veT2,"turkish alt pop, turkish rock",,,
Şerefine,Nova Norda,4rUFcGfofUYAGYm5Ea4dsj,"turkish alt pop, turkish rock",109.760688782,0.767031311989,
Beteri Yok Uslanmaktan,Nova Norda,3IQmWYVbSkYi6uZRoqVy95,"turkish alt pop, turkish rock",,,
Barbar,Kaan Boşnak,0UN0qSJUnWWvIOgv3nYY2A,"turkish alt pop, turkish rock",,,
Aşka Çarem Yok - Akustik,Nova Norda,5uGJOePCGLPDh5dZwTSK6D,"turkish alt pop, turkish rock",,,
Varım,Nova Norda,2b5triICTUIVikUjFQnMuj,"turkish alt pop, turkish rock",,,
Pelin,Nova Norda,0eEbjngq1aQ1l8T91dEh6U,"turkish alt pop, turkish rock",,,
Şerefine,Nova Norda,17OY736GJsOA9L6mxL97y5,"turkish alt pop, turkish rock",,,
Rüyalarda Buruşmuşum,Adamlar,4cQSOn9oP0MiM7BgiRngFk,"turkish alt pop, turkish rock",,,
Koca Bir Saçmalık,Jakuzi,0vWzFgVUxaDHHbGhmjYWm7,turkish alternative rock,135.039779663,0.87745398283,
Heartless (feat. Morgan Wallen),"Diplo, Morgan Wallen",3FU6urUVsgXa6RBuV2PdRk,"turkish alternative rock, turkish psych, turkish rock",,,
Ne Farkeder,Yüzyüzeyken Konuşuruz,44L4pN54vXFkZSUTGZxE7U,"turkish alternative rock, turkish rock",,,
Belki Çok Da Şey Yapmamak Lazım,Gripin,1FaLandgeOlprsIdwN9UDp,"turkish alternative, turkish pop, turkish rock",,,
Aşk Nerden Nereye,Gripin,6vFHg6OAyhAWUbigiz3gn8,"turkish alternative, turkish pop, turkish rock",162.529693604,0.955693721771,
Durma Yağmur Durma,Gripin,046ChjRCFmQENZNDl8IN9A,"turkish alternative, turkish pop, turkish rock",,,
Yalnızlığın Çaresini Bulmuşlar,Gripin,3jW5r9FkxQuouF9sMSw2hb,"turkish alternative, turkish pop, turkish rock",,,
Böyle Kahpedir Dünya,Gripin,257FRDatWz1V90vKJP2mwV,"turkish alternative, turkish pop, turkish rock",123.05178833,0.888754665852,
Beş,Gripin,02aeMyLJWxZMSd8v25mHyj,"turkish alternative, turkish pop, turkish rock",99.4193344116,0.931311070919,
Vazgeçtim Ben Bugün,Gripin,31KSA9U4SbUOlrjahunULK,"turkish alternative, turkish pop, turkish rock",,,
Lights Out,"Ufo361, Ezhel",1es91Lilzr2MraYFgS60YK,"turkish hip hop, turkish trap",154.576339722,0.572182476521,
Unholy (feat. Kim Petras),"Sam Smith, Kim Petras",0NZPBYD5qbEWRs3PrGiRkT,"turkish hip hop, turkish trap",,,
Ahu,Mabel Matiz,5dIFM4dkwEjMnFppbHTsEA,turkish pop,,,
Taş,Gökhan Türkmen,37DJXPDpTHiHyGrBuv6g0p,turkish pop,,,
Aşk Lazım,Gökhan Türkmen,1go0UD3oiPkt4OQa2nBokk,turkish pop,126.910697937,0.932381510735,
Sonsuz Ol - Remastered,Yalın,19fvecF3Ewyh8V9nMoLeCp,turkish pop,,,
Bir Bakmışsın,Yalın,2G8uYPKcg3HAMnyxAEAwpH,turkish pop,,,
Yoksa Yasak,"Oğuzhan Koç, Arem Ozguc, Arman Aydin",03R1msT8hOfHiKv5f4wRxn,turkish pop,,,
Tencere Kapak,Kenan Doğulu,3r1Mavl6pZfmJr4I6Gwziv,turkish pop,,,
Gülün Rengi,Serdar Ortaç,2QRmkpesFJl659zHne1PyQ,turkish pop,,,
Sarışın,Mabel Matiz,1jvvnFMAW221PSMaYIvEuQ,turkish pop,,,
Cesaretsizce Olmuyor,Jabbar,3GXkYMKJ443tsH5KmOABnw,turkish pop,,,
Tastamam,Can Bonomo,3L8SvgfqK9Xb26rV4kq5Xt,"turkish pop, turkish rock",,,
Kafam Senden Bile Güzel,Kolpa,0d4rto68XJzcTTzFQQ54eS,"turkish pop, turkish rock",,,
Nasıl Öğrendin Unutmayı,Kolpa,2GwNK4kWQjCpX3EGKAywLV,"turkish pop, turkish rock",,,
Kafile,Yüksek Sadakat,4PTjzk0gb6st9Lk5kKBnc6,"turkish pop, turkish rock",,,
Belki Üstümüzden Bir Kuş Geçer,Yüksek Sadakat,1QOSqQevYx6IrRTV9UG3D9,"turkish pop, turkish rock",,,
Haydi Gel İçelim,Yüksek Sadakat,6b0iQwJFAjQz8bwJbUIUQb,"turkish pop, turkish rock",,,
Aşk Durdukça,Yüksek Sadakat,4scldqQmZGfzMMnZHEQDyX,"turkish pop, turkish rock",,,
Fener,Yüksek Sadakat,72FPq32x3wxNRJICAGTQwo,"turkish pop, turkish rock",,,
Aklımın İplerini Saldım,Yüksek Sadakat,0OOLoETLazFG55CLURAw8h,"turkish pop, turkish rock",,,
Beni Aşka İnandır,Kolpa,1IfmI8k7GUykUXnKG6cvPB,"turkish pop, turkish rock",,,
Anlayamazsın,Seksendört,39DenhkBkmDsYBpl1rAchr,"turkish pop, turkish rock",,,
Ben Öldüm,Gece,3de9GVjuFpwVM6uC5YLQS2,"turkish pop, turkish rock",,,
Olmazlara İnat,Berkay Altunyay,11AkXmBdjwu4upt22GjJrG,turkish singer-songwriter,,,
